时间,公司名称,公司名称链接,行业,轮次,金额,投资方,最新估值(估算),字段1,字段2,字段3
2019-10-23,MobLab,https://www.itjuzi.com/company/35345109,教育,战略投资,1000万人民币,Andrew Nikou,5000万人民币,教育,教育信息化,
2019-10-23,核桃编程,https://www.itjuzi.com/company/32438697,教育,B轮,5000万美元,华兴新经济基金（领投）高瓴资本（领投）众源资本微影资本源码资本XVC创投泰合资本（财务顾问）...,20.8亿人民币,教育,素质教育,少儿编程
2019-10-23,Winnie,https://www.itjuzi.com/company/33014940,教育,A轮,900万美元,Rethink Impact（领投）Reach CapitalLudlow VenturesAfore CapitalDay One VenturesKairosUnusual VenturesApril UnderwoodImpact America Fund...,2.92亿人民币,教育,儿童早教,家庭教育
2019-10-22,Zenius Education,https://www.itjuzi.com/company/35340456,教育,战略投资,2000万美元,Northstar Group,6.5亿人民币,教育,K12,高等教育
2019-10-22,爱培优,https://www.itjuzi.com/company/13435623,教育,A轮,数千万人民币,中南弘远（中南创投基金）,1.5亿人民币,教育,K12,高考升学
2019-10-21,友道学院,https://www.itjuzi.com/company/32660313,教育,A+轮,未透露,北京基石创投中创红星鉴远投资,1亿人民币,教育,职业培训,线下培训机构
2019-10-21,小学宝,https://www.itjuzi.com/company/28330,教育,B轮,数千万人民币,梧桐树资本元璟资本,1亿人民币,教育,K12,数字化教辅教材
2019-10-17,舒伯教育,https://www.itjuzi.com/company/35327508,教育,天使轮,数百万人民币,学果果教育,1500万人民币,教育,教育综合服务,教育测评
2019-10-16,MoreCare茂楷,https://www.itjuzi.com/company/2833733,教育,战略投资,1亿人民币,金宝贝,5亿人民币,教育,儿童早教,家庭教育
2019-10-15,卓育英才,https://www.itjuzi.com/company/35014189,教育,A轮,数千万人民币,明德传承,1.5亿人民币,教育,K12,情商教育
2019-10-15,Blue Canoe Learning,https://www.itjuzi.com/company/35315742,教育,A轮,250万美元,清源资本Tsingyuan Ventures（领投）高通Qualcomm VenturesFantail Ventures,8125万人民币,教育,语言学习,教育技术服务
2019-10-14,海岸线文化,https://www.itjuzi.com/company/71899,教育,C轮,未透露,创业接力天使联创永宣,2.5亿人民币,教育,出国留学,家园互动
2019-10-14,和码编程,https://www.itjuzi.com/company/34025100,教育,Pre-A轮,数千万人民币,中软国际（领投）青蓝资本,5000万人民币,教育,素质教育,录播
2019-10-14,唯科乐,https://www.itjuzi.com/company/20634276,教育,战略投资,未透露,蓝象资本,5亿人民币,教育,K12,素质教育
2019-10-12,天校,https://www.itjuzi.com/company/79687,教育,A轮,未透露,经纬中国,1亿人民币,教育,其他教育,网络营销
2019-10-11,紫峰文化,https://www.itjuzi.com/company/35297746,教育,C轮,1亿人民币,晟道投资（领投）盛世景投资,5亿人民币,教育,教辅设备,数字化教辅教材
2019-10-10,摩尔星光,https://www.itjuzi.com/company/35292506,教育,天使轮,数百万人民币,包小松,1500万人民币,教育,素质教育,教育测评
2019-10-9,小马快跑教育,https://www.itjuzi.com/company/75703,教育,战略投资,未透露,涌铧投资,5亿人民币,教育,儿童早教,语言学习
2019-10-8,土豆苗,https://www.itjuzi.com/company/35308315,教育,A轮,数千万人民币,未透露,3亿人民币,教育,素质教育,线下培训机构
2019-10-8,VIPKID,https://www.itjuzi.com/company/8811,教育,E轮,1.5亿美元,腾讯投资华兴资本（财务顾问）,292.5亿人民币,教育,语言学习,"早幼教,真格基金2016年投资事件"
2019-10-7,SINOSTAGE舞邦,https://www.itjuzi.com/company/82295,教育,B+轮,数千万人民币,普思资本娱乐资本论（财务顾问）,1.5亿人民币,教育,素质教育,舞蹈
2019-9-30,时光企鹅,https://www.itjuzi.com/company/33171516,教育,A轮,未透露,青松基金,1亿人民币,教育,儿童早教,早幼教
2019-9-30,普睿奇,https://www.itjuzi.com/company/35262893,教育,天使轮,2000万人民币,天使投资人育洲资本,1亿人民币,教育,语言学习,游学和营地
2019-9-27,唱唱启蒙英语,https://www.itjuzi.com/company/32815039,教育,A轮,未透露,高榕资本,1亿人民币,教育,语言学习,家庭教育
2019-9-27,小造,https://www.itjuzi.com/company/34668392,教育,天使轮,未透露,立元创投,500万人民币,教育,职业培训,
2019-9-27,极客晨星,https://www.itjuzi.com/company/78904,教育,A+轮,1亿人民币,SIG海纳亚洲华兴Alpha（财务顾问）,5亿人民币,教育,儿童早教,早幼教
2019-9-23,贝达英语,https://www.itjuzi.com/company/33597360,教育,天使轮,1000万人民币,贝尔科教集团,5000万人民币,教育,语言学习,教育技术服务
2019-9-21,Pi-top,https://www.itjuzi.com/company/53457,教育,C+轮,400万美元,未透露,1.3亿人民币,教育,素质教育,
2019-9-19,麦思加教育,https://www.itjuzi.com/company/35224944,教育,天使轮,1000万人民币,蓝港互动东湖天使基金,5000万人民币,教育,素质教育,早幼教
2019-9-19,孩子国精致托育,https://www.itjuzi.com/company/35221959,教育,种子轮,数千万人民币,未透露,1.5亿人民币,教育,儿童早教,亲子教育
2019-9-17,优氏英语UUabc,https://www.itjuzi.com/company/33549582,教育,B轮,未透露,会旅行,1.5亿人民币,教育,语言学习,教育直播
2019-9-17,乐融儿童之家,https://www.itjuzi.com/company/35214538,教育,战略投资,亿元及以上人民币,鼎晖投资新加坡育脑教育集团,5亿人民币,教育,儿童早教,早幼教
2019-9-13,千易荟聚,https://www.itjuzi.com/company/35202270,教育,天使轮,数百万人民币,未透露,1500万人民币,教育,素质教育,家庭教育
2019-9-12,云舒写,https://www.itjuzi.com/company/60464,教育,战略投资,未透露,喜马拉雅,5亿人民币,教育,K12,素质教育
2019-9-12,Localized,https://www.itjuzi.com/company/35196098,教育,种子轮,120万美元,Bisk VenturesNext Wave Impact,3900万人民币,教育,职业培训,高等教育
2019-9-11,WhiteHat Jr,https://www.itjuzi.com/company/35186906,教育,A轮,1000万美元,Omidyar Network（领投）Nexus Venture Partners（领投）,3.25亿人民币,教育,高等教育,
2019-9-10,叮咚课堂,https://www.itjuzi.com/company/33443642,教育,A+轮,数千万人民币,襄禾资本（领投）创世伙伴资本荒合资本（财务顾问）,1.5亿人民币,教育,语言学习,低幼英语启蒙
2019-9-6,卓世未来,https://www.itjuzi.com/company/34591304,教育,A轮,数千万人民币,联想之星,1.5亿人民币,教育,K12,教育技术服务
2019-9-6,3rdFlix Visual Effects,https://www.itjuzi.com/company/35170394,教育,Pre-A轮,500万美元,Exfinity Fund（领投）YourNest Venture CapitalIDFC Parampara Fund,1.63亿人民币,教育,教育信息化,智能教育
2019-9-5,KM童模学院,https://www.itjuzi.com/company/35171232,教育,种子轮,200万人民币,未透露,1000万人民币,教育,素质教育,模特
2019-9-5,一起学语文,https://www.itjuzi.com/company/33456762,教育,战略投资,数千万人民币,未透露,1.5亿人民币,教育,语言学习,K12应用工具
2019-9-4,职尚网,https://www.itjuzi.com/company/35188510,教育,天使轮,数百万人民币,险峰长青,2000万人民币,教育,职业培训,职业考试培训
2019-9-4,edly,https://www.itjuzi.com/company/35164750,教育,种子轮,未透露,Mistral Venture Partners,3250万人民币,教育,其他教育,
2019-9-4,中鹏培训,https://www.itjuzi.com/company/50600,教育,战略投资,2000万人民币,同泽基金（领投）,1亿人民币,教育,教育综合服务,MOOC
2019-9-4,璞远教育,https://www.itjuzi.com/company/35021935,教育,A轮,1000万人民币,首控基金,5000万人民币,教育,素质教育,早幼教
2019-9-4,豌豆思维,https://www.itjuzi.com/company/6942572,教育,B轮,亿元及以上人民币,新东方（领投）喜马拉雅创新工场DCM中国...,5亿人民币,教育,儿童早教,早幼教
2019-9-3,一起求职,https://www.itjuzi.com/company/33659812,教育,A轮,1000万人民币,茂榕投资（领投）涌铧投资多鲸资本（财务顾问）,5000万人民币,教育,职业培训,录播
2019-8-31,千千妈妈儿童英语,https://www.itjuzi.com/company/34798834,教育,Pre-A轮,数千万人民币,晨兴资本,1.5亿人民币,教育,儿童早教,语言学习
2019-8-30,Vedantu,https://www.itjuzi.com/company/33649625,教育,C轮,4200万美元,Tiger Global Management(老虎国外)（领投）WestBridge Capital（领投）好未来(学而思)Omidyar NetworkAccel Partners...,13.65亿人民币,教育,教育信息化,
2019-8-29,西瓜创客,https://www.itjuzi.com/company/77715,教育,B轮,1.5亿人民币,新东方（领投）赛富基金SAIF Partners百词斩经纬中国红杉资本中国泛海创投光源资本（财务顾问）...,7.5亿人民币,教育,K12,素质教育
2019-8-29,Parent Lab,https://www.itjuzi.com/company/35146211,教育,战略投资,未透露,宝宝树,32.5亿人民币,教育,儿童早教,K12社区平台
2019-8-29,littlelights,https://www.itjuzi.com/company/32852456,教育,战略投资,未透露,宝宝树,5亿人民币,教育,K12,语言学习
2019-8-29,多乐小熊,https://www.itjuzi.com/company/54405,教育,战略投资,未透露,中科致知新东方,5亿人民币,教育,儿童早教,家庭教育
2019-8-27,语上,https://www.itjuzi.com/company/35130396,教育,种子轮,数百万人民币,Arm Ventures,1500万人民币,教育,语言学习,翻译平台
2019-8-27,斯尔教育,https://www.itjuzi.com/company/35129796,教育,天使轮,未透露,张爱志小恐龙教育基金（领投）华夏桃李资本（财务顾问）,500万人民币,教育,职业培训,
2019-8-26,说客英语,https://www.itjuzi.com/company/32505317,教育,战略投资,未透露,宝诚红土基金云悦资本（财务顾问）,5亿人民币,教育,儿童早教,语言学习
2019-8-26,河小象,https://www.itjuzi.com/company/33342458,教育,B轮,2亿人民币,好未来(学而思)（领投）BAI贝塔斯曼亚洲投资基金（领投）元璟资本创新工场金沙江资本志拙资本亦联资本(YY多玩)...,10亿人民币,教育,素质教育,少儿读物
2019-8-26,火花思维,https://www.itjuzi.com/company/32760550,教育,D轮,8500万美元,GGV纪源资本（领投）KKR（领投）红杉资本中国IDG资本北极光创投山行资本光速中国金沙江创投龙湖资本华兴资本（财务顾问）...,26亿人民币,教育,儿童早教,早幼教
2019-8-23,Crimson,https://www.itjuzi.com/company/53091,教育,战略投资,500万美元,Solborn Investment,15.93亿人民币,教育,教育信息化,科研学术
2019-8-23,AdmitKard,https://www.itjuzi.com/company/35125548,教育,种子轮,100万美元,Growth DNA（领投）Dheeraj Bhatia（领投）,3250万人民币,教育,出国留学,高等教育
2019-8-23,昂程教育,https://www.itjuzi.com/company/35116598,教育,A轮,1亿人民币,未透露,5亿人民币,教育,职业培训,高等教育
2019-8-23,十牛校园,https://www.itjuzi.com/company/28033,教育,战略投资,1000万人民币,广东紫宸珠海耀辉,5000万人民币,教育,教育信息化,家园互动
2019-8-22,InterviewBit Academy,https://www.itjuzi.com/company/35108611,教育,天使轮,2000万美元,Tiger Global Management(老虎国外)Sequoia Capital（红杉海外）EDB Investments,6.5亿人民币,教育,职业培训,
2019-8-22,优贝甜,https://www.itjuzi.com/company/74172,教育,Pre-A轮,1000万人民币,北塔资本荟聚资本（领投）定安得科技,5000万人民币,教育,素质教育,音乐
2019-8-21,恒大教育,https://www.itjuzi.com/company/35106811,教育,战略投资,2.73亿人民币,三盛教育,13.65亿人民币,教育,教育综合服务,早幼教
2019-8-20,CoachHub,https://www.itjuzi.com/company/35101869,教育,种子轮,600万欧元,HV Holtzbrinck VenturesPartech VenturesSpeedInvestx,2.34亿人民币,教育,职业培训,企业培训
2019-8-20,派知教育,https://www.itjuzi.com/company/34124205,教育,天使轮,未透露,科大讯飞,500万人民币,教育,语言学习,K12应用工具
2019-8-19,锐学堂,https://www.itjuzi.com/company/33462921,教育,战略投资,数千万人民币,好未来(学而思),1.5亿人民币,教育,教育信息化,数字化教辅教材
2019-8-19,百造学堂,https://www.itjuzi.com/company/44780,教育,Pre-A轮,1300万人民币,连一资本华创资本道晟投资顺德双创公益基金会...,6500万人民币,教育,素质教育,职场技能培训
2019-8-15,白话口语,https://www.itjuzi.com/company/35080183,教育,种子轮,数百万人民币,郭威Igen Fusion Capital,1500万人民币,教育,语言学习,
2019-8-15,中育贝拉,https://www.itjuzi.com/company/77374,教育,战略投资,9660万人民币,三盛教育,2.42亿人民币,教育,高等教育,留学服务
2019-8-14,Qkids久趣,https://www.itjuzi.com/company/38829,教育,战略投资,亿元及以上人民币,百度（领投）深创投前海母基金穆棉资本（财务顾问）...,5亿人民币,教育,语言学习,教育技术服务
2019-8-12,哆啦教育,https://www.itjuzi.com/company/34198807,教育,天使轮,未透露,亦联资本(YY多玩),500万人民币,教育,儿童早教,早幼教
2019-8-12,爱思益西,https://www.itjuzi.com/company/35002890,教育,天使轮,未透露,唯猎资本,500万人民币,教育,教育信息化,
2019-8-11,Pathstream,https://www.itjuzi.com/company/35048908,教育,A轮,1200万美元,Rethink EducationNew Ground VenturesBisk VenturesTDM（领投）Hereditas Capital Management...,3.9亿人民币,教育,高等教育,就业指导
2019-8-9,维度积木,https://www.itjuzi.com/company/34330,教育,战略投资,未透露,未透露,5亿人民币,教育,素质教育,少儿编程
2019-8-8,波比英语,https://www.itjuzi.com/company/33139666,教育,Pre-A轮,1000万人民币,名川资本,5000万人民币,教育,儿童早教,语言学习
2019-8-7,NOBOOK虚拟实验室,https://www.itjuzi.com/company/23295,教育,B轮,未透露,京北投资,1.5亿人民币,教育,K12,数字化教辅教材
2019-8-7,MEL Science,https://www.itjuzi.com/company/45331,教育,C轮,600万美元,TMT Investments（领投）Yandex,1.95亿人民币,新工业,智能装备,数字化教辅教材
2019-8-7,螳螂科技,https://www.itjuzi.com/company/35018154,教育,Pre-A轮,数千万人民币,新宜资本贵阳创投,1.5亿人民币,教育,教育信息化,教育SaaS
2019-8-7,拓课云,https://www.itjuzi.com/company/83645,教育,A+轮,数千万人民币,高思教育水木清华校友基金英诺天使基金深圳前海与君资本（领投）...,1.5亿人民币,教育,教辅设备,数字化教辅教材
2019-8-7,小齿轮创客,https://www.itjuzi.com/company/35016018,教育,天使轮,数百万人民币,宏大资本（领投）筑道控股（领投）,1500万人民币,教育,教育信息化,创客教育
2019-8-3,CourseKey,https://www.itjuzi.com/company/34992820,教育,A轮,500万美元,Builders VC（领投）,1.63亿人民币,教育,教辅设备,教育技术服务
2019-8-3,昂立优培,https://www.itjuzi.com/company/32340678,教育,战略投资,2970万人民币,昂立教育,1.49亿人民币,教育,儿童早教,早幼教
